MUNICIPIO;IDMUNICIPIO;GENERACION_TOTAL_KG;ANIO
PUERTO RICO;261.0;34.0;2023
PUERTO RICO;261.0;34.0;2024
PUERTO RICO;261.0;34.0;2025
PUERTO SALGAR;262.0;0.0;2015
PUERTO SALGAR;262.0;333.0;2016
PUERTO SALGAR;262.0;469.0;2017
PUERTO SALGAR;262.0;0.0;2020
PUERTO SALGAR;262.0;105.357;2021
PUERTO SALGAR;262.0;81.571;2022
PUERTO SALGAR;262.0;57.785;2023
PUERTO SALGAR;262.0;33.999;2024
PUERTO SALGAR;262.0;10.213;2025
PUERTO TEJADA;263.0;898.0;2015
PUERTO TEJADA;263.0;396.0;2016
PUERTO TEJADA;263.0;19.5;2017
PUERTO TEJADA;263.0;261.0;2019
PUERTO TEJADA;263.0;1696.7;2020
PUERTO TEJADA;263.0;1096.207;2021
PUERTO TEJADA;263.0;1218.976;2022
PUERTO TEJADA;263.0;1341.744;2023
PUERTO TEJADA;263.0;1464.513;2024
PUERTO TEJADA;263.0;1587.282;2025
PUERTO TRIUNFO;264.0;38.52;2019
PUERTO TRIUNFO;264.0;12.0;2020
PUERTO TRIUNFO;264.0;25.26;2021
PUERTO TRIUNFO;264.0;12.0;2022
PUERTO TRIUNFO;264.0;5.37;2023
PUERTO TRIUNFO;264.0;18.63;2024
PUERTO TRIUNFO;264.0;5.37;2025
PUERTO WILCHES;265.0;204.0;2019
PUERTO WILCHES;265.0;266.0;2020
PUERTO WILCHES;265.0;328.0;2021
PUERTO WILCHES;265.0;390.0;2022
PUERTO WILCHES;265.0;452.0;2023
PUERTO WILCHES;265.0;514.0;2024
PUERTO WILCHES;265.0;576.0;2025
PURIFICACION;266.0;1148.0;2016
PURIFICACION;266.0;143.0;2017
PURIFICACION;266.0;645.5;2021
PURIFICACION;266.0;501.929;2022
PURIFICACION;266.0;466.036;2023
PURIFICACION;266.0;430.143;2024
PURIFICACION;266.0;394.25;2025
PURISIMA DE LA CONCEPCION;267.0;16.97;2017
PURISIMA DE LA CONCEPCION;267.0;16.97;2021
PURISIMA DE LA CONCEPCION;267.0;16.97;2022
PURISIMA DE LA CONCEPCION;267.0;16.97;2023
PURISIMA DE LA CONCEPCION;267.0;16.97;2024
PURISIMA DE LA CONCEPCION;267.0;16.97;2025
QUIBDO;268.0;14.0;2015
QUIBDO;268.0;490.0;2016
QUIBDO;268.0;60.4;2019
QUIBDO;268.0;633.1;2020
QUIBDO;268.0;485.359;2021
QUIBDO;268.0;538.497;2022
QUIBDO;268.0;591.635;2023
QUIBDO;268.0;644.773;2024
QUIBDO;268.0;697.911;2025
QUIMBAYA;269.0;555.0;2017
QUIMBAYA;269.0;3.0;2020
QUIMBAYA;269.0;279.0;2021
QUIMBAYA;269.0;24.231;2022
QUIMBAYA;269.0;215.308;2023
QUIMBAYA;269.0;0.797;2024
QUIMBAYA;269.0;179.556;2025
QUINCHIA;270.0;888.27;2017
QUINCHIA;270.0;888.27;2021
QUINCHIA;270.0;888.27;2022
QUINCHIA;270.0;888.27;2023
QUINCHIA;270.0;888.27;2024
QUINCHIA;270.0;888.27;2025
RAQUIRA;271.0;1.0;2015
RAQUIRA;271.0;13.0;2020
RAQUIRA;271.0;15.4;2021
RAQUIRA;271.0;17.8;2022
RAQUIRA;271.0;20.2;2023
RAQUIRA;271.0;22.6;2024
RAQUIRA;271.0;25.0;2025
REPELON;272.0;16.97;2017
REPELON;272.0;16.97;2021
REPELON;272.0;16.97;2022
REPELON;272.0;16.97;2023
REPELON;272.0;16.97;2024
REPELON;272.0;16.97;2025
RETIRO;273.0;3.0;2015
RETIRO;273.0;116.0;2016
RETIRO;273.0;83.97;2017
RETIRO;273.0;23.0;2019
RETIRO;273.0;5.0;2020
RETIRO;273.0;14.09;2021
RETIRO;273.0;5.172;2022
RETIRO;273.0;35.747;2023
RETIRO;273.0;4.945;2024
RETIRO;273.0;32.325;2025
RICAURTE;274.0;45.0;2016
RICAURTE;274.0;6.0;2017
RICAURTE;274.0;1138.8;2019
RICAURTE;274.0;1839.171;2021
RICAURTE;274.0;2232.6;2022
RICAURTE;274.0;2626.028;2023
RICAURTE;274.0;3019.457;2024
RICAURTE;274.0;3412.885;2025
RIO DE ORO;275.0;458.0;2019
RIO DE ORO;275.0;38.0;2020
RIO DE ORO;275.0;248.0;2021
RIO DE ORO;275.0;38.0;2022
RIO DE ORO;275.0;195.5;2023
RIO DE ORO;275.0;38.0;2024
RIO DE ORO;275.0;169.25;2025
RIOHACHA;276.0;67.5;2015
RIOHACHA;276.0;706.0999999999999;2016
RIOHACHA;276.0;377.19;2017
RIOHACHA;276.0;100.45;2019
RIOHACHA;276.0;265.06;2020
RIOHACHA;276.0;208.752;2021
RIOHACHA;276.0;182.5;2022
RIOHACHA;276.0;156.247;2023
RIOHACHA;276.0;129.995;2024
RIOHACHA;276.0;103.743;2025
RIONEGRO;277.0;1848.0;2015
RIONEGRO;277.0;2305.76;2016
RIONEGRO;277.0;4726.07;2017
RIONEGRO;277.0;5032.31;2019
RIONEGRO;277.0;719.35;2020
RIONEGRO;277.0;3003.387;2021
RIONEGRO;277.0;3024.801;2022
RIONEGRO;277.0;3046.214;2023
RIONEGRO;277.0;3067.628;2024
RIONEGRO;277.0;3089.042;2025
RIVERA;278.0;80.0;2019
RIVERA;278.0;16.5;2020
RIVERA;278.0;48.25;2021
RIVERA;278.0;16.5;2022
RIVERA;278.0;0.625;2023
RIVERA;278.0;32.375;2024
RIVERA;278.0;0.625;2025
SABANALARGA;279.0;5.0;2015
SABANALARGA;279.0;0.0;2016
SABANALARGA;279.0;36.97;2017
SABANALARGA;279.0;198.0;2019
SABANALARGA;279.0;86.0;2020
SABANALARGA;279.0;172.694;2021
SABANALARGA;279.0;202.555;2022
SABANALARGA;279.0;232.416;2023
SABANALARGA;279.0;262.277;2024
SABANALARGA;279.0;292.138;2025
SABANETA;280.0;1456.95;2015
SABANETA;280.0;635.78;2016
SABANETA;280.0;2724.86;2017
SABANETA;280.0;2186.21;2019
SABANETA;280.0;2676.9;2020
SABANETA;280.0;2978.708;2021
SABANETA;280.0;3268.31;2022
SABANETA;280.0;3557.913;2023
SABANETA;280.0;3847.515;2024
SABANETA;280.0;4137.117;2025
SAHAGUN;281.0;4.0;2015
SAHAGUN;281.0;58.51;2017
SAHAGUN;281.0;65.0;2019
SAHAGUN;281.0;16.5;2020
SAHAGUN;281.0;49.992;2021
SAHAGUN;281.0;54.297;2022
SAHAGUN;281.0;58.601;2023
SAHAGUN;281.0;62.906;2024
SAHAGUN;281.0;67.21;2025
SALDANA;282.0;0.0;2015
SALDANA;282.0;7.1;2017
SALDANA;282.0;2.0;2019
SALDANA;282.0;64.0;2020
SALDANA;282.0;49.381;2021
SALDANA;282.0;58.952;2022
SALDANA;282.0;68.523;2023
SALDANA;282.0;78.094;2024
SALDANA;282.0;87.665;2025
SAMACA;283.0;1.0;2016
SAMACA;283.0;192.0;2017
SAMACA;283.0;29.0;2019
SAMACA;283.0;40.0;2020
SAMACA;283.0;40.0;2021
SAMACA;283.0;31.5;2022
SAMACA;283.0;23.0;2023
SAMACA;283.0;14.5;2024
SAMACA;283.0;6.0;2025
SAMANIEGO;284.0;2.4;2015
SAMANIEGO;284.0;0.5;2016
SAMANIEGO;284.0;1.45;2021
SAMANIEGO;284.0;1.235;2022
SAMANIEGO;284.0;1.189;2023
SAMANIEGO;284.0;1.143;2024
SAMANIEGO;284.0;1.097;2025
SAN ALBERTO;285.0;94.0;2017
SAN ALBERTO;285.0;94.0;2021
SAN ALBERTO;285.0;94.0;2022
SAN ALBERTO;285.0;94.0;2023
SAN ALBERTO;285.0;94.0;2024
SAN ALBERTO;285.0;94.0;2025
SAN ANDRES;286.0;586.23;2019
SAN ANDRES;286.0;586.23;2021
SAN ANDRES;286.0;586.23;2022
SAN ANDRES;286.0;586.23;2023
SAN ANDRES;286.0;586.23;2024
SAN ANDRES;286.0;586.23;2025
SAN ANDRES DE TUMACO;287.0;34.0;2016
SAN ANDRES DE TUMACO;287.0;84.5;2017
SAN ANDRES DE TUMACO;287.0;3.8;2019
SAN ANDRES DE TUMACO;287.0;920.97;2020
SAN ANDRES DE TUMACO;287.0;768.789;2021
SAN ANDRES DE TUMACO;287.0;938.113;2022
SAN ANDRES DE TUMACO;287.0;1107.437;2023
SAN ANDRES DE TUMACO;287.0;1276.761;2024
SAN ANDRES DE TUMACO;287.0;1446.085;2025
SAN BERNARDO DEL VIENTO;288.0;2.5;2016
SAN BERNARDO DEL VIENTO;288.0;16.97;2017
SAN BERNARDO DEL VIENTO;288.0;74.85;2021
SAN BERNARDO DEL VIENTO;288.0;89.32;2022
SAN BERNARDO DEL VIENTO;288.0;103.79;2023
SAN BERNARDO DEL VIENTO;288.0;118.26;2024
SAN BERNARDO DEL VIENTO;288.0;132.73;2025
SAN CARLOS;289.0;812.04;2015
SAN CARLOS;289.0;715.7;2016
SAN CARLOS;289.0;579.62;2017
SAN CARLOS;289.0;2804.95;2019
SAN CARLOS;289.0;572.75;2020
SAN CARLOS;289.0;1681.875;2021
SAN CARLOS;289.0;1844.337;2022
SAN CARLOS;289.0;2006.799;2023
SAN CARLOS;289.0;2169.261;2024
SAN CARLOS;289.0;2331.723;2025
SAN CARLOS DE GUAROA;290.0;115.0;2016
SAN CARLOS DE GUAROA;290.0;61.0;2020
SAN CARLOS DE GUAROA;290.0;47.5;2021
SAN CARLOS DE GUAROA;290.0;34.0;2022
SAN CARLOS DE GUAROA;290.0;20.5;2023
SAN CARLOS DE GUAROA;290.0;7.0;2024
SAN CARLOS DE GUAROA;290.0;47.5;2025
SAN ESTANISLAO;291.0;16.97;2017
SAN ESTANISLAO;291.0;16.97;2021
SAN ESTANISLAO;291.0;16.97;2022
SAN ESTANISLAO;291.0;16.97;2023
SAN ESTANISLAO;291.0;16.97;2024
SAN ESTANISLAO;291.0;16.97;2025
SAN GIL;292.0;62.2;2016
SAN GIL;292.0;97.9;2017
SAN GIL;292.0;590.8;2019
SAN GIL;292.0;142.55;2020
SAN GIL;292.0;419.442;2021
SAN GIL;292.0;484.802;2022
SAN GIL;292.0;550.162;2023
SAN GIL;292.0;615.522;2024
SAN GIL;292.0;680.882;2025
SAN JOSE DE URE;293.0;16.97;2017
SAN JOSE DE URE;293.0;16.97;2021
SAN JOSE DE URE;293.0;16.97;2022
SAN JOSE DE URE;293.0;16.97;2023
SAN JOSE DE URE;293.0;16.97;2024
SAN JOSE DE URE;293.0;16.97;2025
SAN JOSE DEL GUAVIARE;294.0;28.0;2017
SAN JOSE DEL GUAVIARE;294.0;8.6;2020
SAN JOSE DEL GUAVIARE;294.0;2.133;2021
SAN JOSE DEL GUAVIARE;294.0;12.911;2022
SAN JOSE DEL GUAVIARE;294.0;0.901;2023
SAN JOSE DEL GUAVIARE;294.0;10.509;2024
SAN JOSE DEL GUAVIARE;294.0;10.509;2025
SAN JUAN DE RIOSECO;295.0;0.76;2020
SAN JUAN DE RIOSECO;295.0;0.76;2021
SAN JUAN DE RIOSECO;295.0;0.76;2022
SAN JUAN DE RIOSECO;295.0;0.76;2023
SAN JUAN DE RIOSECO;295.0;0.76;2024
SAN JUAN DE RIOSECO;295.0;0.76;2025
SAN LUIS DE SINCE;296.0;16.97;2017
SAN LUIS DE SINCE;296.0;16.97;2021
SAN LUIS DE SINCE;296.0;16.97;2022
SAN LUIS DE SINCE;296.0;16.97;2023
SAN LUIS DE SINCE;296.0;16.97;2024
SAN LUIS DE SINCE;296.0;16.97;2025
SAN MARCOS;297.0;16.97;2017
SAN MARCOS;297.0;16.97;2021
SAN MARCOS;297.0;16.97;2022
SAN MARCOS;297.0;16.97;2023
SAN MARCOS;297.0;16.97;2024
SAN MARCOS;297.0;16.97;2025
SAN MARTIN;298.0;798.0;2020
SAN MARTIN;298.0;798.0;2021
SAN MARTIN;298.0;798.0;2022
SAN MARTIN;298.0;798.0;2023
SAN MARTIN;298.0;798.0;2024
SAN MARTIN;298.0;798.0;2025
SAN ONOFRE;299.0;16.97;2017
SAN ONOFRE;299.0;16.97;2021
SAN ONOFRE;299.0;16.97;2022
SAN ONOFRE;299.0;16.97;2023
SAN ONOFRE;299.0;16.97;2024
SAN ONOFRE;299.0;16.97;2025
SAN PEDRO;300.0;21.9;2015
SAN PEDRO;300.0;382.0;2016
SAN PEDRO;300.0;107.2;2017
SAN PEDRO;300.0;87.9;2019
SAN PEDRO;300.0;69.1;2020
SAN PEDRO;300.0;68.749;2021
SAN PEDRO;300.0;50.729;2022
SAN PEDRO;300.0;32.709;2023
SAN PEDRO;300.0;14.689;2024
SAN PEDRO;300.0;92.775;2025
SAN PEDRO DE LOS MILAGROS;301.0;19.0;2016
SAN PEDRO DE LOS MILAGROS;301.0;16.97;2017
SAN PEDRO DE LOS MILAGROS;301.0;55.0;2019
SAN PEDRO DE LOS MILAGROS;301.0;65.0;2020
SAN PEDRO DE LOS MILAGROS;301.0;78.002;2021
SAN PEDRO DE LOS MILAGROS;301.0;91.005;2022
SAN PEDRO DE LOS MILAGROS;301.0;104.008;2023
SAN PEDRO DE LOS MILAGROS;301.0;117.011;2024
SAN PEDRO DE LOS MILAGROS;301.0;130.014;2025
SAN RAFAEL;302.0;117.1;2015
SAN RAFAEL;302.0;929.4;2016
SAN RAFAEL;302.0;141.5;2017
SAN RAFAEL;302.0;2735.0;2019
SAN RAFAEL;302.0;101.0;2020
SAN RAFAEL;302.0;1432.665;2021
SAN RAFAEL;302.0;1607.072;2022
SAN RAFAEL;302.0;1781.479;2023
SAN RAFAEL;302.0;1955.886;2024
SAN RAFAEL;302.0;2130.293;2025
SAN ROQUE;303.0;11.73;2016
SAN ROQUE;303.0;23.91;2017
SAN ROQUE;303.0;19.25;2020
SAN ROQUE;303.0;21.922;2021
SAN ROQUE;303.0;23.01;2022
SAN ROQUE;303.0;24.098;2023
SAN ROQUE;303.0;25.185;2024
SAN ROQUE;303.0;26.273;2025
SAN SEBASTIAN DE MARIQUITA;304.0;46.6;2016
SAN SEBASTIAN DE MARIQUITA;304.0;31.57;2017
SAN SEBASTIAN DE MARIQUITA;304.0;5.6;2020
SAN SEBASTIAN DE MARIQUITA;304.0;27.923;2021
SAN SEBASTIAN DE MARIQUITA;304.0;10.29;2022
SAN SEBASTIAN DE MARIQUITA;304.0;5.252;2023
SAN SEBASTIAN DE MARIQUITA;304.0;0.214;2024
SAN SEBASTIAN DE MARIQUITA;304.0;18.207;2025
SAN VICENTE DE CHUCURI;305.0;35.0;2019
SAN VICENTE DE CHUCURI;305.0;35.0;2021
SAN VICENTE DE CHUCURI;305.0;35.0;2022
SAN VICENTE DE CHUCURI;305.0;35.0;2023
SAN VICENTE DE CHUCURI;305.0;35.0;2024
SAN VICENTE DE CHUCURI;305.0;35.0;2025
SANTA ANA;306.0;16.97;2017
SANTA ANA;306.0;16.97;2021
SANTA ANA;306.0;16.97;2022
SANTA ANA;306.0;16.97;2023
SANTA ANA;306.0;16.97;2024
SANTA ANA;306.0;16.97;2025
SANTA FE DE ANTIOQUIA;307.0;45.8;2016
SANTA FE DE ANTIOQUIA;307.0;136.9;2017
SANTA FE DE ANTIOQUIA;307.0;9.0;2019
SANTA FE DE ANTIOQUIA;307.0;0.0;2020
SANTA FE DE ANTIOQUIA;307.0;47.925;2021
SANTA FE DE ANTIOQUIA;307.0;4.535;2022
SANTA FE DE ANTIOQUIA;307.0;40.693;2023
SANTA FE DE ANTIOQUIA;307.0;3.472;2024
SANTA FE DE ANTIOQUIA;307.0;36.041;2025
SANTA MARTA;308.0;480.66;2015
SANTA MARTA;308.0;855.6999999999999;2016
SANTA MARTA;308.0;3489.19;2017
SANTA MARTA;308.0;1316.39;2019
SANTA MARTA;308.0;669.6;2020
SANTA MARTA;308.0;1383.227;2021
SANTA MARTA;308.0;1389.038;2022
SANTA MARTA;308.0;1394.849;2023
SANTA MARTA;308.0;1400.66;2024
SANTA MARTA;308.0;1406.471;2025
SANTA ROSA DE CABAL;309.0;181.71;2015
SANTA ROSA DE CABAL;309.0;209.61;2016
SANTA ROSA DE CABAL;309.0;18.16;2017
SANTA ROSA DE CABAL;309.0;336.5;2019
SANTA ROSA DE CABAL;309.0;133.2;2020
SANTA ROSA DE CABAL;309.0;206.791;2021
SANTA ROSA DE CABAL;309.0;215.39;2022
SANTA ROSA DE CABAL;309.0;223.989;2023
SANTA ROSA DE CABAL;309.0;232.587;2024
SANTA ROSA DE CABAL;309.0;241.186;2025
SANTA ROSA DE OSOS;310.0;30.0;2016
SANTA ROSA DE OSOS;310.0;31.81;2017
SANTA ROSA DE OSOS;310.0;24.4;2019
SANTA ROSA DE OSOS;310.0;26.3;2020
SANTA ROSA DE OSOS;310.0;23.685;2021
SANTA ROSA DE OSOS;310.0;22.204;2022
SANTA ROSA DE OSOS;310.0;20.723;2023
SANTA ROSA DE OSOS;310.0;19.242;2024
SANTA ROSA DE OSOS;310.0;17.761;2025
SANTA ROSALIA;311.0;0.0;2019
SANTA ROSALIA;311.0;0.0;2020
SANTA ROSALIA;311.0;0.0;2021
SANTA ROSALIA;311.0;0.0;2022
SANTA ROSALIA;311.0;0.0;2023
SANTA ROSALIA;311.0;0.0;2024
SANTA ROSALIA;311.0;0.0;2025
SANTANDER DE QUILICHAO;312.0;909.46;2015
SANTANDER DE QUILICHAO;312.0;1730.5100000000002;2016
SANTANDER DE QUILICHAO;312.0;1325.25;2017
SANTANDER DE QUILICHAO;312.0;721.52;2019
SANTANDER DE QUILICHAO;312.0;465.81;2020
SANTANDER DE QUILICHAO;312.0;450.747;2021
SANTANDER DE QUILICHAO;312.0;289.702;2022
SANTANDER DE QUILICHAO;312.0;128.656;2023
SANTANDER DE QUILICHAO;312.0;752.707;2024
SANTANDER DE QUILICHAO;312.0;120.604;2025
SANTO DOMINGO;313.0;5.1;2017
SANTO DOMINGO;313.0;76.0;2019
SANTO DOMINGO;313.0;57.2;2020
SANTO DOMINGO;313.0;92.65;2021
SANTO DOMINGO;313.0;112.6;2022
SANTO DOMINGO;313.0;132.55;2023
SANTO DOMINGO;313.0;152.5;2024
SANTO DOMINGO;313.0;172.45;2025
SANTO TOMAS;314.0;8.0;2019
SANTO TOMAS;314.0;8.0;2021
SANTO TOMAS;314.0;8.0;2022
SANTO TOMAS;314.0;8.0;2023
SANTO TOMAS;314.0;8.0;2024
SANTO TOMAS;314.0;8.0;2025
SARAVENA;315.0;65.0;2015
SARAVENA;315.0;10.0;2016
SARAVENA;315.0;10.0;2017
SARAVENA;315.0;15.8;2019
SARAVENA;315.0;574.5;2020
SARAVENA;315.0;416.567;2021
SARAVENA;315.0;494.764;2022
SARAVENA;315.0;572.96;2023
SARAVENA;315.0;651.157;2024
SARAVENA;315.0;729.353;2025
SASAIMA;316.0;3.75;2019
SASAIMA;316.0;0.28;2020
SASAIMA;316.0;2.015;2021
SASAIMA;316.0;0.28;2022
SASAIMA;316.0;1.581;2023
SASAIMA;316.0;0.28;2024
SASAIMA;316.0;1.364;2025
SEGOVIA;317.0;2121.5;2019
SEGOVIA;317.0;2121.5;2021
SEGOVIA;317.0;2121.5;2022
SEGOVIA;317.0;2121.5;2023
SEGOVIA;317.0;2121.5;2024
SEGOVIA;317.0;2121.5;2025
SESQUILE;318.0;137.83999999999995;2015
SESQUILE;318.0;12.0;2016
SESQUILE;318.0;102.0;2017
SESQUILE;318.0;229.39;2019
SESQUILE;318.0;48.3;2020
SESQUILE;318.0;127.713;2021
SESQUILE;318.0;133.77;2022
SESQUILE;318.0;139.828;2023
SESQUILE;318.0;145.885;2024
SESQUILE;318.0;151.943;2025
SEVILLA;319.0;170.0;2015
SEVILLA;319.0;0.0;2016
SEVILLA;319.0;43.0;2017
SEVILLA;319.0;1.9;2019
SEVILLA;319.0;53.725;2021
SEVILLA;319.0;0.152;2022
SEVILLA;319.0;44.796;2023
SEVILLA;319.0;3.511;2024
SEVILLA;319.0;39.636;2025
SIACHOQUE;320.0;8.05;2019
SIACHOQUE;320.0;8.05;2021
SIACHOQUE;320.0;8.05;2022
SIACHOQUE;320.0;8.05;2023
SIACHOQUE;320.0;8.05;2024
SIACHOQUE;320.0;8.05;2025
SIBATE;321.0;6395.49;2015
SIBATE;321.0;386.8;2016
SIBATE;321.0;211.15;2017
SIBATE;321.0;181.4;2019
SIBATE;321.0;2431.1;2020
SIBATE;321.0;1921.188;2021
SIBATE;321.0;583.466;2022
SIBATE;321.0;249.035;2023
SIBATE;321.0;1544.954;2024
SIBATE;321.0;232.314;2025
SILVANIA;322.0;0.4;2019
SILVANIA;322.0;0.4;2021
SILVANIA;322.0;0.4;2022
SILVANIA;322.0;0.4;2023
SILVANIA;322.0;0.4;2024
SILVANIA;322.0;0.4;2025
SIMIJACA;323.0;5.5;2019
SIMIJACA;323.0;13.0;2020
SIMIJACA;323.0;20.5;2021
SIMIJACA;323.0;28.0;2022
SIMIJACA;323.0;35.5;2023
SIMIJACA;323.0;43.0;2024
SIMIJACA;323.0;50.5;2025
SINCELEJO;324.0;149.53;2015
SINCELEJO;324.0;691.27;2016
SINCELEJO;324.0;10670.49;2017
SINCELEJO;324.0;226.6;2019
SINCELEJO;324.0;559.7;2020
SINCELEJO;324.0;1668.969;2021
SINCELEJO;324.0;1449.372;2022
SINCELEJO;324.0;1229.775;2023
SINCELEJO;324.0;1010.178;2024
SINCELEJO;324.0;790.581;2025
SITIONUEVO;325.0;87.0;2015
SITIONUEVO;325.0;160.0;2016
SITIONUEVO;325.0;184.0;2017
SITIONUEVO;325.0;386.167;2021
SITIONUEVO;325.0;434.667;2022
SITIONUEVO;325.0;483.167;2023
SITIONUEVO;325.0;531.667;2024
SITIONUEVO;325.0;580.167;2025
SOACHA;326.0;1608.85;2015
SOACHA;326.0;11323.8;2016
SOACHA;326.0;13759.45;2017
SOACHA;326.0;36162.66;2019
SOACHA;326.0;33548.06;2020
SOACHA;326.0;44368.979;2021
SOACHA;326.0;51337.983;2022
SOACHA;326.0;58306.987;2023
SOACHA;326.0;65275.991;2024
SOACHA;326.0;72244.995;2025
SOATA;327.0;56.6;2019
SOATA;327.0;698.7;2020
SOATA;327.0;1340.8;2021
SOATA;327.0;1982.9;2022
SOATA;327.0;2625.0;2023
SOATA;327.0;3267.1;2024
SOATA;327.0;3909.2;2025
SOCHA;328.0;30.0;2019
SOCHA;328.0;1.0;2020
SOCHA;328.0;15.5;2021
SOCHA;328.0;1.0;2022
SOCHA;328.0;11.875;2023
SOCHA;328.0;1.0;2024
SOCHA;328.0;10.062;2025
SOCORRO;329.0;110.97;2017
SOCORRO;329.0;11.0;2019
SOCORRO;329.0;60.985;2021
SOCORRO;329.0;23.496;2022
SOCORRO;329.0;11.0;2023
SOCORRO;329.0;43.49;2024
SOCORRO;329.0;9.383;2025
SOCOTA;330.0;82.85;2020
SOCOTA;330.0;82.85;2021
SOCOTA;330.0;82.85;2022
SOCOTA;330.0;82.85;2023
SOCOTA;330.0;82.85;2024
SOCOTA;330.0;82.85;2025
SOGAMOSO;331.0;236.8;2015
SOGAMOSO;331.0;3489.31;2016
SOGAMOSO;331.0;473.04;2017
SOGAMOSO;331.0;3684.03;2019
SOGAMOSO;331.0;1442.8;2020
SOGAMOSO;331.0;2703.066;2021
SOGAMOSO;331.0;2935.808;2022
SOGAMOSO;331.0;3168.55;2023
SOGAMOSO;331.0;3401.292;2024
SOGAMOSO;331.0;3634.033;2025
SOLEDAD;332.0;13060.6;2015
SOLEDAD;332.0;34490.7;2016
SOLEDAD;332.0;20846.1;2017
SOLEDAD;332.0;18663.82;2019
SOLEDAD;332.0;26414.18;2020
SOLEDAD;332.0;24907.012;2021
SOLEDAD;332.0;25521.438;2022
SOLEDAD;332.0;26135.863;2023
SOLEDAD;332.0;26750.289;2024
SOLEDAD;332.0;27364.714;2025
SONSON;333.0;12.0;2015
SONSON;333.0;33.94;2017
SONSON;333.0;19.9;2019
SONSON;333.0;765.0;2020
SONSON;333.0;579.569;2021
SONSON;333.0;693.987;2022
SONSON;333.0;808.405;2023
SONSON;333.0;922.823;2024
SONSON;333.0;1037.241;2025
SOPO;334.0;841.43;2015
SOPO;334.0;509.6;2016
SOPO;334.0;226.0;2017
SOPO;334.0;1012.5;2019
SOPO;334.0;772.0;2020
SOPO;334.0;840.57;2021
SOPO;334.0;887.31;2022
SOPO;334.0;934.05;2023
SOPO;334.0;980.79;2024
SOPO;334.0;1027.53;2025
SUAREZ;335.0;608.0;2016
SUAREZ;335.0;608.0;2021
SUAREZ;335.0;608.0;2022
SUAREZ;335.0;608.0;2023
SUAREZ;335.0;608.0;2024
SUAREZ;335.0;608.0;2025
SUBACHOQUE;336.0;25.0;2017
SUBACHOQUE;336.0;3.0;2019
SUBACHOQUE;336.0;12.0;2020
SUBACHOQUE;336.0;1.0;2021
SUBACHOQUE;336.0;10.25;2022
SUBACHOQUE;336.0;0.25;2023
SUBACHOQUE;336.0;8.583;2024
SUBACHOQUE;336.0;8.583;2025
SUESCA;337.0;1485.0;2015
SUESCA;337.0;203.0;2016
SUESCA;337.0;576.0;2017
SUESCA;337.0;13.0;2019
SUESCA;337.0;13.81;2020
SUESCA;337.0;458.162;2021
SUESCA;337.0;458.162;2022
SUESCA;337.0;31.18;2023
SUESCA;337.0;404.789;2024
SUESCA;337.0;26.359;2025
SUPATA;338.0;89.2;2016
SUPATA;338.0;45.8;2017
SUPATA;338.0;32.5;2019
SUPATA;338.0;12.6;2020
SUPATA;338.0;45.025;2021
SUPATA;338.0;12.112;2022
SUPATA;338.0;2.432;2023
SUPATA;338.0;34.238;2024
SUPATA;338.0;1.572;2025
TABIO;339.0;33.0;2015
TABIO;339.0;12.0;2016
TABIO;339.0;30.0;2017
TABIO;339.0;17.5;2021
TABIO;339.0;16.0;2022
TABIO;339.0;14.5;2023
TABIO;339.0;13.0;2024
TABIO;339.0;11.5;2025
TAME;340.0;2.2;2019
TAME;340.0;602.2;2020
TAME;340.0;1202.2;2021
TAME;340.0;1802.2;2022
TAME;340.0;2402.2;2023
TAME;340.0;3002.2;2024
TAME;340.0;3602.2;2025
TAMESIS;341.0;40.0;2017
TAMESIS;341.0;88.85;2019
TAMESIS;341.0;14.55;2020
TAMESIS;341.0;38.975;2021
TAMESIS;341.0;35.193;2022
TAMESIS;341.0;31.411;2023
TAMESIS;341.0;27.629;2024
TAMESIS;341.0;23.847;2025
TANGUA;342.0;42.6;2020
TANGUA;342.0;42.6;2021
TANGUA;342.0;42.6;2022
TANGUA;342.0;42.6;2023
TANGUA;342.0;42.6;2024
TANGUA;342.0;42.6;2025
TARAZA;343.0;50.91;2017
TARAZA;343.0;50.91;2021
TARAZA;343.0;50.91;2022
TARAZA;343.0;50.91;2023
TARAZA;343.0;50.91;2024
TARAZA;343.0;50.91;2025
TAURAMENA;344.0;20.0;2015
TAURAMENA;344.0;42.0;2016
TAURAMENA;344.0;48.0;2017
TAURAMENA;344.0;75.0;2019
TAURAMENA;344.0;102.0;2020
TAURAMENA;344.0;111.651;2021
TAURAMENA;344.0;126.721;2022
TAURAMENA;344.0;141.791;2023
TAURAMENA;344.0;156.861;2024
TAURAMENA;344.0;171.931;2025
TAUSA;345.0;537.0;2019
TAUSA;345.0;51.0;2020
TAUSA;345.0;294.0;2021
TAUSA;345.0;51.0;2022
TAUSA;345.0;233.25;2023
TAUSA;345.0;51.0;2024
TAUSA;345.0;202.875;2025
TELLO;346.0;1.0;2019
TELLO;346.0;1.5;2020
TELLO;346.0;2.0;2021
TELLO;346.0;2.5;2022
TELLO;346.0;3.0;2023
TELLO;346.0;3.5;2024
TELLO;346.0;4.0;2025
TENA;347.0;0.22;2017
TENA;347.0;0.22;2021
TENA;347.0;0.22;2022
TENA;347.0;0.22;2023
TENA;347.0;0.22;2024
TENA;347.0;0.22;2025
TENJO;348.0;4981.48;2015
